序号,题目,作者,来源,发表时间,发表类别,被引,下载
1453,智慧社会变革中的社会治理模式转型研究,王喜媛,西安电子科技大学,2020-12-01,博士,12,2393
1454,5G通信技术促进人工智能发展应用研究,李增进,中国新通信,2023-03-05,期刊,1,464
1455,打造通往未来的医疗服务体系,,经济日报,2023-07-04,报纸,,123
1456,利用ChatGPT促进体医融合服务全民健身的研究,杨帅,第十三届全国体育科学大会论文摘要集——墙报交流(运动医学分会)（二）,2023-11-03,中国会议,,30
1457,未来已来——人工智能的医学应用,葛均波,生命科学,2022-08-15,期刊,5,1490
1458,智能时代教育系统结构模型及特征——基于行业类比的分析,余亮;赵笃庆;谢梦航;周芯玉;王镜,教师教育学报,2022-09-15,期刊,3,397
1459,基于人工智能算法的图像识别技术分析,谭坤淋,信息与电脑(理论版),2023-01-10,期刊,2,725
1460,智慧医院建设与发展思考,吴震天;张武军;龙思哲;林琳;刘建勋,现代医院,2021-03-19,期刊,26,1192
1461,自主可控技术在高端医疗装备国产化中的关键角色分析,张宏业,中国机械,2023-11-05,期刊,,21
1462,医学教育中人工智能应用的现状、问题与对策,李鸿浩;陈波;李建平;刘伟;任天宇,中国循证医学杂志,2020-09-25,期刊,23,1559
1463,第三类深度学习独立软件产品注册情况分析,彭亮;刘枭寅,中国数字医学,2023-05-15,期刊,1,140
1464,AI在医学影像领域应用提速,倪铭,中国证券报,2023-05-19,报纸,,325
1465,人工智能应用下的突发公共卫生事件治理,王会权;刘璐,医学与社会,2021-07-10,期刊,11,1021
1466,智能医疗能否取代希波克拉底传统,邹文卿;吕禹含,医学与哲学,2021-09-20,期刊,8,858
1467,基于5G和人工智能技术的院前院内急救管理平台建设,张小亮;景慎旗;王忠民;张劲松;乔莉,中华医学图书情报杂志,2021-06-15,期刊,15,641
1468,新冠肺炎疫情期间公众对人工智能的认知与态度——基于新浪微博内容的文本挖掘,黄楠;肖俊;张增一,科普研究,2021-10-29,期刊,5,2316
1469,基于深度学习的人工智能系统评估根管治疗难度,何静晨;刘舒钰;孙海燕,第十六次全国牙体牙髓病学学术大会论文汇编,2023-11-15,中国会议,,41
1470,2022医疗机器人企业排行榜,虎魄,互联网周刊,2023-07-20,期刊,,142
1471,人工智能居家养老模式构建,睢党臣;刘星辰,重庆社会科学,2020-07-16,期刊,16,1744
1472,医疗多模态信息抽取技术评测数据集概述,宗辉;雷健波;李作峰;夏静波;陈漠沙,医学信息学杂志,2022-12-25,期刊,1,190
1473,COVID-19疫情背景下的医院人工智能快速布局和发展战略探讨,陈新华;蒋建文;周华;谢海洋;周琳,中国工程科学,2020-04-15,期刊,28,813
1474,智能医疗应用现状和关键技术定性分析,蔡宏果;元昌安,广西教育学院学报,2022-08-10,期刊,1,623
1475,Y公司人工智能系统安防市场营销策略优化研究,杨锋,广东工业大学,2022-05-01,硕士,1,457
1476,人工智能立法:主体、内容与特征,黄甫全;曾密成,学术研究,2020-11-20,期刊,15,1736
1477,智慧社会建设的实践逻辑与发展图景,陈潭,行政论坛,2019-06-06 16:29,期刊,47,2628
1478,探索人工智能新前沿 中国经济再迎新机遇,沈愷;吴听;张芳宁;童潇潇,机器人产业,2022-09-25,期刊,,419
1479,从智能到智慧：医学人工智能发展再思考,徐飞;张荣,医学与哲学,2020-10-20,期刊,15,1766
1480,人工智能在糖尿病全程健康管理的应用与挑战,蔡淳;贾伟平,中国科学基金,2021-02-25,期刊,12,1313
1481,人工智能在计算机技术方面的应用研究,陈世屹,网络安全技术与应用,2022-05-11,期刊,3,1408
1482,基于卫生技术评估构建医学人工智能技术临床应用评估路径的探讨,赵锐;石秀园;钟雪然;刘春平;任平,中国卫生政策研究,2022-02-25,期刊,3,630
1483,人工智能对中医诊断的影响,李本岳;李伟荣;潘华峰;王宏;王奇,世界科学技术-中医药现代化,2020-05-29 11:23,期刊,29,2429
1484,人工智能在医用内窥镜临床应用中的展望,孙志刚;赖晓蓥,中国处方药,2022-10-15,期刊,2,313
1485,智能诊疗机器人侵权致害问题探析,王霄,行政与法,2021-11-20,期刊,5,817
1486,涉及医学人工智能研究的伦理审查要点分析,谢小萍;何晓波;张玲希;李卫;高雅洁,中国医学伦理学,2021-07-25,期刊,8,951
1487,关于智能化野战医疗所的建设探讨,张金辉,华南国防医学杂志,2022-06-28,期刊,3,356
1488,基于大数据的智能辅助诊疗全流程管理系统的研究与实现,孟啸,南京邮电大学,2020-12-16,硕士,6,1308
1489,AI大模型如何赋能医学影像？医疗企业探索潜在应用场景,钱童心,第一财经日报,2023-05-16,报纸,,474
1490,人工智能产品侵权责任制度研究,张恒,甘肃政法大学,2022-04-01,硕士,,860
1491,法律的再生：人工智能时代的凤凰涅槃,季若望,上海对外经贸大学学报,2020-07-12,期刊,13,1023
1492,中国人工智能产业研究报告（Ⅲ） 公开版 2020年,,艾瑞咨询系列研究报告（2020年第12期）,2020-12-01,中国会议,9,1526
1493,人工智能在临床肿瘤领域中应用现状和基础建设问题,宋尔卫;尚桐锐;陈凯,中国实用外科杂志,2021-11-01,期刊,6,663
1494,人工智能支持罕见病诊疗的研究进展,弓孟春;焦塬石;马武仁;刘鹏;金晔,罕见病研究,2022-04-30,期刊,2,395
1495,“互联网+”医疗服务可及性研究——以大专家.COM平台为例,金鑫,山西大学,2021-06-01,硕士,5,780
1496,5G与人工智能的融合研究,林玉龙,电子元器件与信息技术,2022-11-20,期刊,1,185
1497,《发展安全可靠人工智能在社会中的实装应用（2021年度报告）》（节选）机器翻译结合译后编辑实践报告,范家梁,东华大学,2022-05-01,硕士,,434
1498,基于新型医疗设备应用于慢性萎缩性胃炎诊断的文献可视化分析,姜天童;王少丽;刘震,中国医疗设备,2022-11-10,期刊,1,137
1499,5G时代智慧医院的发展探索,毛欣,中国研究型医院,2021-04-15,期刊,15,639
1500,智能护理机器人的伦理风险防范研究,郑婧萱,东南大学,2022-05-20,硕士,,379
1501,后疫情时代，我国医疗机器人产业发展的危与机,刘文婷,机器人产业,2021-03-25,期刊,12,1257
1502,基于人工智能的电子病历数据质量控制,吴骋;王志勇;徐蕾;周全,解放军医院管理杂志,2021-02-28,期刊,18,796
1503,医疗大模型成新风尚 多家企业已入局,卢臻,通信信息报,2023-10-11,报纸,,135
1504,智能医疗领域标准发展分析,张虹;周航;马玉骁,信息技术与标准化,2022-04-10,期刊,1,840
1505,智能影像辅助诊断在基层医疗机构的应用模式研究,李翠华;刘玉转;高昭昇,中国数字医学,2022-05-15,期刊,3,269
1506,人工智能在眼病筛查和诊断中的研究进展,陈健祺;李睿扬;林铎儒;项毅帆;赖伟翊,眼科学报,2022-03-28,期刊,5,530
1507,我国医学人工智能的应用现状及伦理问题反思,肖志敏;沈兴蓉;刘荣;王德斌,卫生软科学,2021-07-15,期刊,7,2242
1508,知识和数据双驱动的检验人工智能疾病诊断系统的构建,井杰,中国人民解放军海军军医大学,2021-05-01,硕士,3,1210
1509,人工智能在社会应用中的法律问题研究,娄斌,河南师范大学,2017-03-01,硕士,42,4285
1510,我国地区医疗资源配置差异现状及优化策略,姚登旺,中南大学,2022-05-01,硕士,1,342
1511,人工智能时代机器人异化与刑事责任,刘宪权;张俊英,法治研究,2019-07-10,期刊,22,1545
1512,肃清互联网医疗灰色地带还有多远,张亚欣,中国城市报,2023-08-28,报纸,,67
1513,我国人工智能领域政策文本的量化研究,李首骏,安徽财经大学,2020-09-01,硕士,6,1421
1514,人工智能在医学教育中的应用现状及问题研究,邹陆曦;孙玲,卫生职业教育,2021-12-20,期刊,4,2675
1515,5G+智慧医疗应用场景设计,段文清;段剑峰;杨静文;寸仙娥,电子技术与软件工程,2021-09-15,期刊,9,1177
1516,基于皮肤影像的皮肤病辅助决策系统：调查、创研与应用,李承旭,北京协和医学院,2021-04-01,博士,4,556
1517,基于网络爬虫的我国健康医疗大数据政策文献量化研究,景胜洁,山西医科大学,2019-06-05,硕士,14,2450
1518,多源健康数据视角下个性化健康管理研究,宫建霞,东南大学,2022-02-01,博士,,518
1519,人工智能与智能医学新专业建设设想,刘小艳;王晓冬;闫珮珮;王骏;顾金媛,中国数字医学,2021-06-15,期刊,6,674
1520,基于机器学习法的急诊预检分诊的预后预测模型的构建和应用,刘俊隆,广州医科大学,2021-04-01,硕士,3,800
1521,基于人工智能的急性阑尾炎病理类型预测模型建立,吴燕妮,南方医科大学,2022-05-24,硕士,,223
1522,日本人工智能战略：机构、路线及生态系统,刘姣姣;黄膺旭;徐晓林,科技管理研究,2020-06-20,期刊,11,723
1523,人工智能融入计算机技术的方法与策略分析,刘小群;曹海燕;赵莹,科技视界,2023-01-25,期刊,1,135
1524,智慧医疗在骨科的应用现状及展望,赵建宁,医学研究生学报,2021-05-15,期刊,7,609
1525,婴幼儿眼病的人工智能应用,刘潇逸;项毅帆;杨扬帆;林浩添,眼科学报,2022-03-28,期刊,2,384
1526,基于人工智能的医学影像辅助诊断类软件监管与评测方法研究,李曼;滕依杉;郭佳颖;赵阳光;李真真,电子技术与软件工程,2022-02-15,期刊,2,392
1527,五部门联合印发《国家新一代人工智能标准体系建设指南》,,智能制造,2020-09-17,期刊,15,461
1528,人工智能辅助肺癌诊断专利情报分析,刘超;石艳丽,科技视界,2023-01-05,期刊,,128
1529,医疗物联网（IoMT）的智能化应用,,质量与标准化,2023-07-25,期刊,,110
1530,基于大数据技术的“互联网+”医院系统构建分析,何勰绯,办公自动化,2021-12-14,期刊,2,1223
1531,《机器人新定律：在人工智能时代捍卫人类专业技能》（节选）翻译实践报告,黄婷婷,江西理工大学,2022-05-24,硕士,,181
1532,疫情背景下人工智能应用发展思考,晓虎尔;戴尚峰,网络安全和信息化,2022-02-05,期刊,1,1553
1533,人工智能背景下医学伦理学教学的变化,杜萍,中国医学伦理学,2021-04-19,期刊,6,705
1534,智慧医疗带动传统医疗卫生服务升级的机理探讨：基于价值链嵌入与政企协同视角,傅利平;王玉辉,中国卫生经济,2020-01-05,期刊,22,998
1535,人工智能在病理学教学中的应用,常颜信;钱尤雯,中国继续医学教育,2021-04-19,期刊,10,584
1536,人工智能在医学影像领域的应用与挑战,季冰;刘伶俐,中国医学伦理学,2019-08-25,期刊,20,2001
1537,“互联网+”模式下智慧医疗对疾病预防的预测模型,程宇卿,电子技术与软件工程,2022-04-01,期刊,1,455
1538,我国智慧医疗研究现状和热点分析,李丽;李进红;马瑜;王俊鹏;陈怡,医学信息学杂志,2021-03-25,期刊,6,909
1539,我国电子健康研究进展,张坤;王文韬;谢阳群,图书馆论坛,2018-04-17 14:17,期刊,22,1341
1540,大数据医疗的应用风险与法律规制研究,苗泽一,东南大学学报(哲学社会科学版),2019-09-20,期刊,13,998
1541,骨科术后远程运动康复系统的应用研究进展,孙秀琛,中国康复医学会骨伤康复专业委员会第一届学术年会论文摘要集,2023-03-24,中国会议,,258
1542,人工智能技术进步对劳动力就业的替代影响研究,杨朝舜,上海社会科学院,2020-06-01,硕士,5,1409
1543,关于人机结合的伦理思考,肖贺依,贵州大学,2022-06-01,硕士,,159
1544,医学人工智能辅助诊疗引发的伦理责任问题探讨,陈安天;张新庆,中国医学伦理学,2020-07-25,期刊,8,1255
1545,医疗机器人在发热隔离门诊中的应用进展,王汉松;董斌;罗雯懿;袁加俊;傅丽娟,中国卫生资源,2020-07-20,期刊,9,600
1546,智能服务机器人的社会应用与规制,喻子容,北京交通大学,2019-06-05,硕士,11,1267
1547,人工智能实践教学的创新探索,王旭;周晋;李双寿,教育教学论坛,2021-01-27,期刊,12,355
1548,严禁AI生成处方 人工智能跨界需守界,慧彼,医药经济报,2023-08-24,报纸,,47
1549,论微粒社会的智慧医疗生活：趋势、数据化及中国经验,唐魁玉;杨静,福建论坛(人文社会科学版),2020-04-05,期刊,9,876
1550,中国智能机器人行业研究报告,,2022艾瑞咨询11月研究报告会论文集,2022-11-01,中国会议,,206
1551,保险科技赋能健康保险风险管控问题研究,李雪玲,河南财经政法大学,2021-05-01,硕士,2,536
1552,论人工智能技术应用研究现状和发展前景,王嫄;解文霞;孔德莉;高喜平,科技与创新,2019-10-25,期刊,21,3670
1553,医疗从传统走向智慧,冯晓源,中国研究型医院,2021-08-15,期刊,4,472
1554,人工智能背景下高职院校医学教师职业能力提升路径探讨,范多艳;吕建伟;韩丽丽;李永涛,甘肃中医药大学学报,2022-08-25,期刊,,181
1555,人工智能在线客服对消费者定制化态度的影响机制研究,周琪,华中科技大学,2021-04-01,博士,1,1572
1556,人工智能侵权责任问题研究,章镕泽,广西师范大学,2019-04-01,硕士,12,1053
1557,人工智能医学伦理问题及对策研究,张荣;徐飞,医学与哲学,2020-07-03,期刊,6,2719
1558,基于智能机器人数控技术的医疗设备制造分析与思考,朱坤福,上海轻工业,2023-01-20,期刊,1,75
1559,工业设计在医疗器械产品智能化中的体现,张政;姜伟,大众标准化,2021-08-23,期刊,6,708
1560,人工智能在城市公共设施中的运用研究,桑懿;高天;时歌;高靖俞,中国住宅设施,2022-06-30,期刊,,460
1561,本刊“数智医疗与信息化”研究征稿,本刊编辑部,中国全科医学,2023-07-07,期刊,,68
1562,智慧医疗环境下的健康扶贫模式创新:实践、影响与方向,司俊霄;柯雄,卫生软科学,2020-09-11,期刊,7,621
1563,基于机器学习的医学影像分析在药物研发和精准医疗方面的应用,谢志勇;周翔,中国生物工程杂志,2019-02-15,期刊,19,1349
1564,智慧医疗下的方舱医院信息化建设,王晶;夏新,中国数字医学,2020-06-15,期刊,14,579
1565,基于深度卷积神经网络的尘肺病DR影像诊断研究,汪伟,华北理工大学,2021-06-01,硕士,2,318
1566,人工智能在糖尿病诊断中的应用研究,薛翔,兰州理工大学,2018-06-03,硕士,13,1426
1567,《新冠疫情下的人工智能与机器学习》（第九章）翻译报告,侯方佳,西南大学,2022-04-06,硕士,,141
1568,基于人工智能的肺移植一体化平台设计与应用,陈敏亚;陈卫平;陆靓亮;李小杉;卫栋,中国卫生信息管理杂志,2021-12-20,期刊,1,309
1569,上海市人工智能产业发展研究,纪汉霖;王倩,软件导刊,2021-03-15,期刊,3,690
1570,肺结节影像人工智能技术现状与思考,萧毅;刘士远,肿瘤影像学,2018-08-28,期刊,44,1128
1571,医学影像人工智能产业化的现状及面临的挑战,萧毅;刘士远,肿瘤影像学,2019-06-28,期刊,18,915
1572,5G医疗应用走向及相关问题思考,冯永;马德章;陈霏,医学与哲学,2020-10-20,期刊,5,477
1573,零售药房的人工智能还能怎么玩,钟园园,中国药店,2023-04-15,期刊,,32
1574,基于物联网的医疗系统在慢性阻塞性肺疾病管理中的应用现状,姜宗良;王语嫣;王海播;马利军;孙娜雅,护理研究,2019-10-25,期刊,17,704
1575,系统中医学视域下的中医精准医疗,陈少宗;齐向华;祝世讷,山东中医杂志,2019-05-27 13:50,期刊,14,926
1576,AI驱动与电子健康档案智慧诊疗的功能实现,丁然;丁华东,山西档案,2019-09-17 15:57,期刊,10,872
1577,医学信息人才培养中人工智能课程教学方法的研究,向函;吴应江;丘文峰;侯洁;赵云,现代计算机,2021-12-15,期刊,3,227
1578,人工智能在医学影像中的应用,粱振宇;翟艳东,医学信息学杂志,2019-09-25,期刊,14,1003
1579,数字化医疗监测与管理工具在心房颤动诊治中的应用,王国辉,生物医学工程学进展,2022-09-30,期刊,,90
1580,医学的未来：AI赋能医疗健康,勒川,中关村,2022-06-01,期刊,,597
1581,人工智能在健康产业应用中的伦理问题分析,潘若琳;郑秋莹,中国医学伦理学,2019-12-25,期刊,8,886
1582,如何积极推进高端创新医疗器械发展,史新立;田佳鑫;骆庆峰;刘威,中国医疗器械信息,2020-11-15,期刊,8,679
1583,主体-工具-产业链视角的中美人工智能政策比较研究,荆晶,河南农业大学,2021-05-01,硕士,1,348
1584,医学智能影像的应用前景与发展困境综述,李娅雯;刘国红,中国医疗设备,2019-03-10,期刊,16,992
1585,人工智能在医学大数据标准化体系建设中的研究进展,曾晓天;徐春园;张勇;董国昭;唐晓英,北京生物医学工程,2019-12-18 17:08,期刊,9,1019
1586,人工智能决策系统在乳腺癌治疗应用中的探索性研究,许凤锐,军事科学院,2020-06-20,博士,2,980
1587,基于人工智能的冠状动脉造影图像钙化评分系统的设计与实现,刘硕,北京邮电大学,2022-04-01,硕士,,103
1588,人工智能视域下的健康治理:技术进步与治理困境,王晓斐,中国科技论坛,2019-09-05,期刊,11,924
1589,互联网+医疗健康服务分级分类管理研究,章雨晨,华中科技大学,2021-05-01,硕士,,547
1590,人工智能对人的全面发展的正负效应研究,李心韵,北京邮电大学,2020-06-16,硕士,2,792
1591,智能医疗体验背景下的病区巡护机器人设计研究,齐廉恒美,湖北工业大学,2019-05-01,硕士,6,729
1592,《机器学习和智能医疗：改善健康状况的大数据》（第六章）翻译实践报告,林婉星,四川外国语大学,2021-04-01,硕士,1,277
1593,医用气体系统智慧化运行管理现状及发展趋势,雍思东;陈奕良,中国医院建筑与装备,2022-03-15,期刊,2,187
1594,智慧医疗服务领域发展态势分析,陈欣然;李国正;崔一迪;夏秋芳;王明强,医学信息学杂志,2020-09-25,期刊,3,527
1595,人工智能的伦理困境探讨,段文萱;石旭雯,中国医学伦理学,2019-08-25,期刊,8,1380
1596,基于人工智能的临床路径管理及其对诊疗质量的影响,徐维维;侯冷晨;张戟;丁明明;梁继仁,中国医院管理,2019-12-05,期刊,10,372
1597,人工智能在新冠疫情防控中的应用及分析,,无人系统技术,2020-05-15,期刊,3,926
1598,人工智能在新冠肺炎疫情防控中的应用研究,王欢;敖青;商惠敏,广东科技,2021-07-15,期刊,2,1418
1599,人工智能为“健康濮阳”保驾护航,张岚岚;申慧君,濮阳日报,2023-04-10,报纸,,31
1600,疫情防控有关的大数据及人工智能技术领域专利分析,刘可;孙凌寒;邢爽;李晓蕾;裴军,中国发明与专利,2020-08-16,期刊,3,907
1601,人工智能辅助CT检查对新鲜肋骨骨折检出的效能分析,井梦涵,郑州大学,2022-04-01,硕士,,79
1602,基于LDA模型的国内人工智能政策对比研究,綦然,上海社会科学院,2020-03-03,硕士,3,481
1603,深度机器学习辅助医院智能化管理,陈潇君;孙炳伟;苟建平,中国现代医学杂志,2018-03-13 15:46,期刊,18,769
1604,《AI让人类更长寿》（第四章）英汉翻译报告,王香莉,河南科技大学,2022-05-01,硕士,,61
1605,医学人工智能的发展,王国强,张江科技评论,2019-06-28,期刊,9,1565
1606,朗玛信息发布旗下AI产品 收关注函后股价“熄火”,陈星,每日经济新闻,2023-06-01,报纸,,18
1607,人工智能时代下的中医四诊客观化研究初探,张孟之;高洁;李文;秦忠;罗振亮,贵阳中医学院学报,2019-01-22,期刊,16,1215
1608,基于人工智能的中医脉象诊断辅助系统研究,黄谦,陕西科技大学,2018-03-01,硕士,7,1093
1609,人工智能对产业结构发展的辩证分析,宋雯婷,上海财经大学,2020-06-01,硕士,3,507
1610,基于模糊证据推理的医疗诊断专家系统的设计与实现,李梵若;李忠,智能计算机与应用,2019-07-01,期刊,14,631
1611,中医辅助诊疗系统在医疗活动中的应用现状及发展分析,姚敬心;邓文祥;李静;夏帅帅;黄惠勇,中国中医药现代远程教育,2019-08-10,期刊,13,1132
1612,医学人工智能发展现状及未来方向,辛磊,山西医药杂志,2019-09-15,期刊,7,2140
1613,人工智能助力乳腺癌筛查和诊断,,自动化博览,2021-11-15,期刊,1,526
1614,基于文本分类的智能医疗系统设计与实现,李丰翼,南京理工大学,2021-12-01,硕士,,116
1615,基于GAN网络的肺部X-Ray图像翻译及其辅助诊断技术研究,石威,浙江大学,2020-01-10,硕士,4,300
1616,情感机器人社会伦理问题研究,赵紫薇,郑州大学,2020-05-01,硕士,1,1106
1617,临床决策支持系统预警提示功能设计与实现,张晨;朱声荣;孟庆伟;陈联忠;赵士洁,中国数字医学,2019-08-15,期刊,11,432
1618,大数据技术在儿科临床合理用药中的应用初探,洪灵鸿,浙江大学,2018-01-01,硕士,7,1236
1619,AI医疗 能否解决就医痛点,贺涛;凌馨;刘浩南;张利,科学大观园,2022-03-01,特色期刊,,199
1620,肿瘤精准医疗中的个性化药效评估(预测)方法,王红强;顾康生,模式识别与人工智能,2017-02-15,期刊,13,911
1621,病房药品智能分发机器人人因工程设计研究,李月,天津工业大学,2021-12-26,硕士,,98
1622,刍议人工智能发展对医院档案管理工作的促进影响,代安;肖立波,黑龙江档案,2021-10-30,期刊,4,157
1623,2015年～2019年我国医疗大数据领域研究热点分析,苗豆;祝雅如;齐文娟;吴雅琴,医学信息,2021-05-15,期刊,1,617
1624,“智能医疗及医学图像处理”专辑序言,辛景民;杜少毅;杨勐;左炜亮,模式识别与人工智能,2021-04-15,期刊,3,586
1625,人工智能与智慧城市的融合模式思考,张倩,电脑知识与技术,2021-05-25,期刊,3,497
1626,人工智能与5G技术在服务机器人中的应用,田野,计算机与网络,2021-10-12,期刊,3,572
1627,影像学在肿瘤精准医疗时代的机遇和挑战,许晶晶;谭延斌;张敏鸣,浙江大学学报(医学版),2017-10-25,期刊,15,718
1628,2019人工智能案例TOP100,得望,互联网周刊,2020-04-20,期刊,2,1270
1629,医疗App的智能发展和应用场景,哈铁军;葛亮,中国数字医学,2020-09-15,期刊,4,455
1630,人工智能在城市公共服务创新中的应用,张艺耀,电子世界,2021-12-30,期刊,,553
1631,普适医疗伦理问题研究,谢亚可,湖南师范大学,2017-06-01,博士,6,1047
1632,人工智能对产业发展的影响,王振,现代管理科学,2018-04-10,期刊,24,883
1633,2021新经济独角兽企业150强,伊亦,互联网周刊,2021-12-05,期刊,,250
1634,衡阳市南华医院“互联网+”医疗服务使用意愿研究,卢小军,南华大学,2019-12-01,硕士,2,601
1635,人工智能化管理在ICU中的应用,迪丽热巴·吐尔逊;丁琼莉;于湘友,新疆医学,2021-04-25,期刊,2,304
1636,机器学习在医疗健康数据分析中的应用,赵显鹏,电子世界,2020-09-30,期刊,5,881
1637,"“AI+医疗”,探索“联邦学习”",,张江科技评论,2020-08-28,期刊,4,699
1638,基于深度学习的儿科临床辅助诊断算法研究,史佳,兰州大学,2019-05-01,硕士,4,446
1639,医疗实体识别研究进展,张明淘;韩普,计算机技术与发展,2019-12-18 15:25,期刊,5,424
1640,人工智能与残疾人权益保障的风险防控研究,桑东辉,创新,2020-11-10,期刊,2,336
1641,科大讯飞公司商业模式研究,夏建雄,厦门大学,2018-07-01,硕士,4,1265
1642,创新步履不停 助力产业发展,国家药监局医疗器械技术审评中心,中国医药报,2022-04-27,报纸,,127
1643,白内障人工智能辅助诊断系统在社区筛查中的应用效果,吴晓航;刘力学;陈睛晶;赖伟翊;林铎儒,眼科学报,2021-01-15,期刊,2,301
1644,自动化机器学习在眼部疾病识别及分类中的初步应用,刘洋;史煜;曹雪倩;陈力迅;赵峰,中国数字医学,2019-03-15,期刊,11,653
1645,人工智能在糖尿病诊断中的应用,韦哲;薛翔;王能才,中国医学装备,2017-12-21 15:17,期刊,13,1133
1646,基于机器学习算法的成人皮肤肿瘤诊断模型研究,庞冉,郑州大学,2021-05-01,硕士,,194
1647,我国养老行业的发展现状及人工智能的引入,屈静媛,中国商论,2019-10-15 09:02,期刊,9,2134
1648,深度学习与医学影像分析研究进展,赵地,人工智能,2018-08-10,期刊,16,817
1649,未来医学将如何保护我们的生命健康,王炯,光明日报,2022-06-20,报纸,,140
1650,新加坡人工智能监管模式框架,谷兆阳,南洋资料译丛,2019-12-30,期刊,5,378
1651,智慧医院建设中大型医疗设备管理问题研究,罗松;张毅;鲁晶;梁东江;王睿,现代医药卫生,2019-04-15,期刊,13,504
1652,智慧医疗需要这样的一片“云”,陈曦,科技日报,2022-01-12,报纸,,315
1653,上海徐汇云医院在分级诊疗实践中的探索与创新,周志文;胡珺;张雄;朱福,上海医药,2019-02-10,期刊,12,376
1654,阿里巴巴达摩院发布2022十大科技趋势,,大众科学,2022-03-15,特色期刊,,111
1655,人工智能技术发展及应用综述,杨俊龙;柳作栋,计算机产品与流通,2018-03-15,期刊,24,4065
1656,人工智能与体育,尤传豹;高亮,体育学研究,2021-08-20,期刊,1,767
1657,“智医慧影”——面向基层医疗的多功能辅助诊断平台,安海宁;唐雄风;曹彦龙;吕文博;宋逍怡,物联网技术,2021-04-20,期刊,3,270
1658,人工智能技术发展对我国就业的影响及对策研究,林松池,生产力研究,2020-04-15,期刊,3,1011
1659,人工智能时代个人信息保护面临的新挑战,柯一嘉,黑龙江社会科学,2019-03-15,期刊,7,532
1660,人工智能在早产儿视网膜病变中应用的研究进展,高雅;李元媛;张水华;肖铮,中华眼科医学杂志(电子版),2021-08-28,期刊,2,204
1661,基于综合性临床诊断数据分析系统的医院导诊应用,张立,医学信息学杂志,2020-12-25,期刊,2,214
1662,顺应论视角下的科技文本翻译实践报告——以《科技未来》为例,林郑云,江西师范大学,2020-06-01,硕士,,568
1663,面向区域医学影像共享平台的AI服务建设,胡佳迎;钟臻;侯佳音;何萍,中国数字医学,2020-12-15,期刊,2,331
1664,人工智能发展到哪个阶段了,熊辉,人民论坛,2018-01-15,期刊,18,1488
1665,医疗信息化建设的应用及挑战,孟双英;张伟,现代信息科技,2019-11-10,期刊,8,382
1666,“AI+”下的人工智能与实体经济融合发展的路径研究,阳清;杨舒;郑跃;张童,时代金融,2020-02-29,期刊,5,572
1667,FT公司医学影像云平台项目的创业战略研究,何明忠,南京理工大学,2019-04-25,硕士,4,502
1668,要论AI应用影响 这五大行业首当其冲,刘霞,科技日报,2022-03-17,报纸,,171
1669,智能医学中的安全问题,刘荣,中华腔镜外科杂志(电子版),2018-02-28,期刊,9,496
1670,人工智能领域专利创新网络演化及预测研究,张一博,西南财经大学,2020-06-01,硕士,1,270
1671,基于文献分析的智能医疗研究现状与展望,张敏;马子烨;谢彤,中华医学图书情报杂志,2019-12-15,期刊,2,631
1672,美国上市影像类人工智能辅助诊断软件临床评价的研究与思考,胡凯;甄辉;杨辉;夏建松;何蕊,中国医疗器械杂志,2019-09-30,期刊,5,326
1673,医学影像数据管理方法研究,黄江珊,江苏大学,2019-04-01,硕士,3,477
1674,基于人工智能的医院临床研究信息平台开发与实现,胡龙军;高文学;蔡国君;王聪健;侯冷晨,中国医疗设备,2019-11-10,期刊,5,331
1675,基于人工智能的结直肠癌肠道菌群干预模型的应用研究,成雨风,贵州大学,2020-06-01,硕士,1,225
1676,人工智能在眼底筛查领域的应用现状,张政,科技创新与应用,2020-09-08,期刊,5,429
1677,人工智能及其哲学思考,周欣卉,南京理工大学,2018-12-01,硕士,2,714
1678,IBM大中华区医疗大数据业务竞争战略研究,阮旭梅,大连理工大学,2017-12-01,硕士,5,354
1679,基于大数据分析的药械质控综合监管信息系统设计,田建军;申月波;焦雄飞;王亮;韩凤田,中国医药工业杂志,2019-02-20 11:02,期刊,10,375
1680,浅析计算机+电子信息技术在人工智能中的应用——以智能机器人为例,崖海娇,中外企业家,2020-02-15,期刊,12,554
1681,基于人工智能技术的军人诊疗流程优化,王杨;鲁青,解放军医院管理杂志,2021-09-30,期刊,2,121
1682,我国智慧医疗跨学科主题知识结构及其演化分析,张国荣,南昌大学,2020-06-15,硕士,,338
1683,基于大数据分析的中国医疗健康管理发展概况综述,罗俊;朱克毓;王晓佳,第十四届（2019）中国管理学年会论文集,2019-11-01,中国会议,2,1186
1684,变译理论指导下的“第四届世界智能大会智能健康与医疗高峰论坛”模拟同传实践报告,郭庚训,辽宁大学,2021-03-01,硕士,1,84
1685,人工智能改变医院管理之探讨,饶正寿;饶楠杰;孙晖;翁雨雄,中国数字医学,2019-01-15,期刊,9,443
1686,养老服务人员就业现状及人工智能背景下的优化策略,高维,首都经济贸易大学,2020-06-30,硕士,1,262
1687,关于智能医疗研究与发展的思考,涂仕奎;杨杰;连勇;黄晓霖;沈红斌,科学,2017-05-25,期刊,23,915
1688,多元诊疗方式综合集成的新概念医院——以收治新冠病毒感染者为例,奉公,江苏海洋大学学报(人文社会科学版),2020-11-23,期刊,1,194
