序号,题目,作者,来源,发表时间,发表类别,被引,下载
243,医疗机器人在发热隔离门诊中的应用进展,王汉松;董斌;罗雯懿;袁加俊;傅丽娟,中国卫生资源,2020-07-20,,9,600
244,论微粒社会的智慧医疗生活：趋势、数据化及中国经验,唐魁玉;杨静,福建论坛(人文社会科学版),2020-04-05,,9,876
245,基于中医药人工智能技术探讨中医药大数据的典型特征,程小恩;温川飙;许强;胡远樟;张小会,世界科学技术-中医药现代化,2020-04-20,,10,866
246,科技与伦理走向融合——论人工智能技术的人文化,陈静,学术界,2017-09-15,,64,3443
247,“新基建”背景下我国医院基础设施建设发展及对策,庞玉成;李宝山;曹高芳;杜岩;高大涛,建筑经济,2020-10-05,,8,532
248,本刊“数智医疗与信息化”研究征稿,本刊编辑部,中国全科医学,2023-07-07,,,68
249,基于机器学习的医学影像分析在药物研发和精准医疗方面的应用,谢志勇;周翔,中国生物工程杂志,2019-02-15,,19,1349
250,人工智能技术促进中医药传承发展,杨蕴;阮春阳;杨美清;于观贞;田建辉,第二军医大学学报,2018-08-20,,32,1727
251,应用人工智能实现专科门诊精准预约的理念和实践,董枫;柏鸿凌;郑莹,中国医院管理,2019-11-05,,20,506
252,人工智能技术在临床护理中的应用问题及展望,涂爱清;曾铁英,护理研究,2020-01-25,,10,2222
253,重大疫情应对中我国科研力量协同整合影响因素及优化策略研究,张志华;陈雨馨;赵波,科技进步与对策,2020-06-10 16:48,,5,1002
254,多途径改善医生工作负荷——国内实践案例,吴晓悦;胡银环;朱西敏;李得和;张泽苗,中国医院,2022-01-23,,1,454
255,人工智能在脊柱影像中的应用现状及发展趋势相关研究进展,欧阳汉强;姜亮;刘晓光;袁慧书;刘忠军,中国脊柱脊髓杂志,2019-12-25,,11,683
256,基于物联网的医疗系统在慢性阻塞性肺疾病管理中的应用现状,姜宗良;王语嫣;王海播;马利军;孙娜雅,护理研究,2019-10-25,,17,704
257,人工智能变革公共卫生治理体系的机遇、挑战与策略分析,张晋铭;徐艳玲,理论月刊,2020-03-10,,7,1054
258,医学人工智能引发的相关伦理问题分析,余艳琴;徐慧芳;郝金奇;乔友林,中国医学科学院学报,2020-02-28,,9,1229
259,人工智能技术在护理领域的应用现状与发展趋势,张菁;徐家华;施莉;魏培莲;于观贞,第二军医大学学报,2018-08-20,,27,3122
260,人工智能在心血管病诊疗中的应用,卞伟康;张代民;蒋孝馨;朱彦蓉;陈绍良,中华高血压杂志,2020-02-15,,6,744
261,论医学人工智能的基本特征及其实践中的基本理念,杨同卫;苏永刚;封展旗,医学与哲学,2021-07-20,,1,807
262,人工智能视域下的健康治理:技术进步与治理困境,王晓斐,中国科技论坛,2019-09-05,,11,924
263,大数据、人工智能与管理信息系统研究专栏介绍,王刊良;张楠;胡鹏;郭熙铜,管理科学,2020-01-20,,8,1657
264,基于人工智能的临床路径管理及其对诊疗质量的影响,徐维维;侯冷晨;张戟;丁明明;梁继仁,中国医院管理,2019-12-05,,10,372
265,医学科技颠覆性技术展望,李永洁;杨俊涛;杜建,中国工程科学,2018-12-15,,11,605
266,人工智能在泌尿疾病诊断中的应用现状与趋势,秦锋;袁久洪,生物医学工程学杂志,2020-01-07 12:03,,5,961
267,人工智能技术在基于电子病历研究中的应用与展望,唐仕超;于观贞;姜磊,第二军医大学学报,2018-08-20,,11,841
268,全维度数据与智能诊疗的前沿与挑战——第232期“双清论坛”学术综述,冯建峰;王拥军;徐涛;王守岩;曹淼,中国科学基金,2021-02-25,,1,364
269,肿瘤精准医疗中的个性化药效评估(预测)方法,王红强;顾康生,模式识别与人工智能,2017-02-15,,13,911
270,“智能医疗及医学图像处理”专辑序言,辛景民;杜少毅;杨勐;左炜亮,模式识别与人工智能,2021-04-15,,3,586
271,基于数据包络模型的前沿新兴产业竞争力测度研究,侯雪;陆平,科学技术与工程,2019-08-28,,6,567
272,人工智能对医院药学的影响分析,冯光富;温慧敏;李儒杰;仲瑞雪,中国药房,2018-08-30,,9,969
273,人工智能与体育,尤传豹;高亮,体育学研究,2021-08-20,,1,767
274,人工智能发展到哪个阶段了,熊辉,人民论坛,2018-01-15,,18,1488
275,医学影像诊断及介入式手术的人工智能应用,檀韬;喻秉斌;吴山东,放射学实践,2018-10-20,,6,767
276,《医学与哲学》2022年选题计划(上),,医学与哲学,2021-12-20,,,526
277,科技题材纪录片的创新表达——以《AI梦想曲》为例,马臻宇;张薇,中国电视,2021-01-15,,1,388
278,保险科技赋能健康产业,段继周,中国金融,2018-07-01,,17,496
279,基于大数据分析的药械质控综合监管信息系统设计,田建军;申月波;焦雄飞;王亮;韩凤田,中国医药工业杂志,2019-02-20 11:02,,10,375
280,影像云在放射诊断质控工作中的应用价值,姚侃敏;潘自来;宋琦;陈克敏,中国医学计算机成像杂志,2018-10-25,,10,200
281,人工智能国际组稿推进石油工业大数据应用发展,,石油勘探与开发,2020-03-14,,5,365
282,《全身CT血管成像诊断学》出版:冠状动脉CT血管成像后处理及诊断报告评估中人工智能的价值探讨——评《全身CT血管成像诊断学》,宋振春;天张洪;马延贺;元伟;梁硕,介入放射学杂志,2021-11-25,,,225
283,大数据时代临床医生应该做些什么,夏恩兰,中国实用妇科与产科杂志,2018-01-02,,3,523
284,编者按,田捷;龚启勇;黄庆明;周少华;赵地,中国图象图形学报,2021-09-16,,,87
285,人工智能国际组稿推进石油工业大数据应用发展,,石油勘探与开发,2020-06-09,,2,353
286,与祖国共成长——放射学界发展巨变70年,杨正汉,中国医学影像学杂志,2019-09-05 15:10,,2,292
287,华为云为医疗健康保驾护航,,中国医学计算机成像杂志,2020-10-25,,1,254
288,人工智能关键技术,,科技导报,2018-09-13,,2,865
289,人工智能与影像诊断相结合的医生界阿尔法狗,,中国医学计算机成像杂志,2016-06-25,,4,828
290,人工智能与医学——序言,于观贞,第二军医大学学报,2018-08-20,,2,598
291,前言,郑庆华,计算机研究与发展,2017-12-15,,2,137
292,从零开始学习大数据——大数据知识入门手册(插图版),稻田修一,经济理论与经济管理,2020-01-16,,,245
293,研究报告精粹,本刊编辑部,金融论坛,2020-02-05,,,194
294,2021第八届中国国际人工智能大会暨展示会,,智能系统学报,2021-09-05,,,38
295,AI医疗的价值在于向下延伸,,中国医学计算机成像杂志,2019-02-25,,1,310
296,AI牵手CT用专业知识助力疫情防控,,机床与液压,2021-02-28,,,68
297,吴文俊人工智能科技进步奖一等奖,,智能系统学报,2021-09-05,,,20
298,序言,尹宝才,北京工业大学学报,2021-08-10,,,26
299,疫情下的逆势发力 上海电气康达洲际布局医疗设备发展“黑科技”,,中国医学计算机成像杂志,2020-10-25,,,57
300,设计的人工智能潮,梅江,美术观察,2017-08-15,,2,412
301,浙江大学健康医疗大数据国家研究院成立,,浙江大学学报(医学版),2018-08-25,,,154
302,生成式人工智能大模型的信息内容治理,支振锋,政法论坛,2023-06-29 15:43,,29,4632
303,中国养老服务的人力资源困境与智能养老选择,张思锋;张泽滈,西安交通大学学报(社会科学版),2023-12-12 11:59,,1,3115
304,中国医院药学学科的建设与发展,刘高峰;陈孝;张毕奎;赵荣生;敖海莲,中国药学杂志,2023-11-22,,1,1446
305,ChatGPT类人工智能催生的多领域变革与挑战（笔谈）,郑永和;丁雨楠;郑一;张茂聪;王学男,天津师范大学学报(社会科学版),2023-04-18,,25,6543
306,ChatGPT类技术：法律人工智能的改进者还是颠覆者？,王禄生,政法论坛,2023-06-29 15:02,,14,1884
307,人口老龄化、人工智能与产业消费“双升级”,聂蕊;刘伟,华东经济管理,2023-11-20 16:45,,,2243
308,中国人工智能高质量发展：现状、问题与方略,赵志君;庄馨予,改革,2023-10-07 15:57,,6,4179
309,可解释人工智能研究综述,赵延玉;赵晓永;王磊;王宁宁,计算机工程与应用,2023-03-14 15:26,,14,3280
310,人工智能提升运动表现的前沿进展、困境反思与优化策略,苏宴锋;赵生辉;李文浩;张文栋;张铭鑫,上海体育学院学报,2023-02-15,,16,3382
311,我国服务机器人技术研究进展与产业化发展趋势,陶永;刘海涛;王田苗;韩栋明;赵罡,机械工程学报,2022-08-12 12:13,,73,5043
312,穿戴式心电监测中的AI计算,王星尧;李茜;马彩云;张铄;林钰洁,生物医学工程学杂志,2023-12-14 11:06,,,432
313,主题视角下生成式人工智能生成内容与用户生成内容的比较,王浩伟;汪璠;王秉琰,情报理论与实践,2023-09-14 13:21,,1,1968
314,化智为治：人工智能赋能乡村治理现代化的逻辑进路,白启鹏,理论探讨,2023-11-15,,1,958
315,基于中医临床诊疗数据的真实世界及人工智能研究思路与挑战,赵国桢;郭诗琪;庞华鑫;高子恒;李博,中医杂志,2023-10-31,,1,1024
316,迈向负责任AI：中国AI治理趋势与展望,曹建峰,上海师范大学学报(哲学社会科学版),2023-07-12,,4,770
317,眼科人工智能临床研究评价指南（2023）,杨卫华;邵毅;许言午,国际眼科杂志,2023-06-19 10:02,,6,541
318,机器学习在创伤骨科中的应用与展望,田楚伟;陈翔溆;朱桓毅;秦晟博;石柳,中国修复重建外科杂志,2023-10-25 09:42,,,641
319,医疗装备产品研发中的人机交互和创新设计,李晓玲;刘子荧;莫泽宇;孙玮;张诗文,包装工程,2023-10-20,,,623
320,保险科技赋能长期护理保险制度:内在机理、存在问题与实践路径,胡芳;韦彦名;王宪妹,西南金融,2023-02-22 15:37,,7,1590
321,人工智能自然语言能力的物质基础与功能实证,秦明利;黄舒婷,长白学刊,2023-11-10,,,313
322,服务机器人领域人工智能伦理风险评估方法的设计与实践,李梦薇;徐峰;晏奇;李芳;刘鑫怡,中国科技论坛,2023-10-05,,,550
323,光电容积脉搏波在心房纤颤预警、诊断及整合管理中的应用,邰美慧;金至赓;王浩;郭豫涛,生物医学工程学杂志,2023-11-27 21:11,,,234
324,数字科技伦理监管的政策布局与实践模式：来自英国的考察,肖红军;李书苑;阳镇,经济体制改革,2023-09-25,,,571
325,人工智能技术在近视防控领域的研究进展,张晓培;黄建峰;李童燕;杨卫华,国际眼科杂志,2023-11-08,,,577
326,医疗机器人的伦理风险与治理探析——基于“医-患-机”分析框架,王硕;文侃骁;刘天语;刘鸿宇,医学与哲学,2023-12-05,,,213
327,数字人文融合型档案数字化转型升级策略探究——以大型医院为实例,郝晓晋;杨阳,档案管理,2023-11-15,,1,245
328,日本人工智能战略论析,陈祥,大连理工大学学报(社会科学版),2023-06-28 17:32,,1,925
329,人工智能时代教育系统应着力培养三种核心能力,Stella Christie,人民论坛·学术前沿,2023-09-27,,,480
330,大语言模型在临床医学的可应用性探讨,陈剑锋,医学与哲学,2023-11-05,,,244
331,人工智能在慢性病患者健康管理中的应用进展,徐雪芬;王红燕;郭萍萍;王宇璐;冯素文,中华护理杂志,2023-05-10,,6,3171
332,人工智能可解释性:发展与应用,王冬丽;杨珊;欧阳万里;李抱朴;周彦,计算机科学,2023-06-15,,1,1405
333,信息物理系统技术现状分析与趋势综述,杨挺;刘亚闯;刘宇哲;王成山,电子与信息学报,2021-12-15,,53,2965
334,平行手术室：围术期护理流程与智慧手术平台管理的新模式,王惠珍;张捷;俞怡;赵琳;李葵南,模式识别与人工智能,2023-10-15,,,198
335,基于人工智能的病历质控系统的应用研究,温煜;李雄;曾菲菲;雷佳雨;陈绍勇,四川大学学报(医学版),2023-11-20,,,165
336,人工智能职业替代与金融资产投资：来自中国家庭追踪调查（CFPS）的证据,卢昂荻;卢文益;刘仁良,浙江社会科学,2023-05-09,,1,1295
337,归责何以可能：人工智能时代的自由意志与法律责任,朱振,比较法研究,2022-01-11 15:12,,28,3496
338,人工智能歧视的法律治理,李成,中国法学,2021-04-07,,155,8058
339,“助手”还是“杀手”：用ChatGPT求医问药的风险分析,丁文婧,医学与哲学,2023-12-05,,,140
340,人工智能辅助诊断早产儿视网膜病变应用指南(2023),邵毅;迟玮;刘秋平;李世迎;魏雁涛,眼科新进展,2023-09-01,,,324
341,人工智能在压力性损伤中应用的研究进展,雷常彬;刘珊珊;王聪;蒋艳,护理研究,2023-03-10,,3,2081
342,用户对人工智能产品的算法厌恶研究述评及展望,李游;梁哲浩;常亚平,管理学报,2022-8-18 7:36,,10,3625
343,智慧医疗背景下医疗元宇宙生态场景构建,雷禹,卫生经济研究,2023-07-04,,2,662
344,人工智能在肾移植领域中的应用进展,任相阁;翟文生;李冰,器官移植,2023-05-31 11:44,,1,356
345,关于人工智能背景下医学期刊应对医学伦理问题的思考,雷芳;杜亮;董敏;刘雪梅,编辑学报,2023-06-25,,3,694
346,人工智能在生物医药领域中的应用和进展,言方荣,中国药科大学学报,2023-05-09 08:52,,2,2492
347,大数据在企业生产经营中的应用,许宪春;王洋,改革,2021-01-08 07:23,,82,5315
348,“健康中国”战略下医疗健康大数据的价值挖掘与实现,柴国荣;汪佳颖,电子政务,2022-01-14 14:08,,16,2698
349,医联网:新时代医疗健康模式变革与创新发展,杨善林;丁帅;顾东晓;李霄剑;欧阳波,管理科学学报,2021-10-15,,26,3443
350,智慧医疗视角下虚拟康复服务系统设计研究,王年文;张梦婷;毕翼飞;李原慧;王一凡,包装工程,2022-10-20,,4,1529
351,论人工智能技术的刑法归责路径,曾粤兴;高正旭,治理研究,2022-05-15,,13,1408
352,图书情报学专业硕士的数据与智能课程调查与分析——以北美地区为例,李立睿;张博睿,情报理论与实践,2023-04-12,,2,411
353,眼科学人工智能,Peter Wiedeman;惠延年,国际眼科杂志,2023-07-31 14:59,,,392
354,人工智能在新冠病毒感染防治中的研究进展,陈莉;杨晓彤;王文娟;袁媛,医学研究与战创伤救治,2023-11-15,,,77
355,人工智能在医学影像辅助诊断中的应用综述,邱陈辉;黄崇飞;夏顺仁;孔德兴,航天医学与医学工程,2021-09-17,,32,6501
356,基于互联网模式下的中医药个体化智慧诊疗服务模式研究,林瑞华;张雨恬;王学成;陈浩;李远辉,中草药,2022-07-06,,8,1039
357,数字身份焦虑的困境与治理——以数字乡村战略为背景,黄闪闪,社会科学家,2022-07-06 16:27,,10,1792
358,人工智能助力热带传染病防控研究,施亮;张键锋;李伟;杨坤,中国血吸虫病防治杂志,2022-11-14 11:09,,4,456
359,数字疗法领域专利布局分析,李奕桢;金成成;王洪;张丽雯,生命科学,2023-08-15,,,198
360,人工智能使能系统的可信决策：进展与挑战,孔祥维;王子明;王明征;胡祥培,管理工程学报,2022-04-15 13:22,,13,2891
361,人工智能在中医药领域的应用进展及现状思考,孙忠人;游小晴;韩其琛;徐思禹;尹洪娜,世界科学技术-中医药现代化,2021-07-13 10:49,,33,4803
362,人工智能在老年慢性病共存病人自我管理中的应用进展,王文;王向佳;谢江;汪倾遥;文静,护理研究,2022-03-10,,14,3025
363,应急医疗资源保障研究综述,张朝玉;雷晓雨;张斌,河北科技大学学报,2023-06-15,,,287
364,算法决策：人工智能驱动的公共决策及其风险,吴进进;符阳,开放时代,2021-09-10,,18,2613
365,深度学习在医学影像智能处理中的应用与挑战,左艳;黄钢;聂生东,中国图象图形学报,2021-02-09,,45,2999
366,基于场景生态的人工智能社会影响整合分析框架,苏竣;魏钰明;黄萃,科学学与科学技术管理,2021-05-10,,24,2344
367,利用人工智能预测癌症的易感性、复发性和生存期,高美虹;尚学群,生物化学与生物物理进展,2022-02-10 14:05,,11,2365
368,美国算法治理政策与实施进路,陆凯,环球法律评论,2020-05-28,,101,3542
369,2022年临床医学发展态势,袁天蔚;李丹丹;张学博;刘晓;阮梅花,生命科学,2023-01-30 15:00,,1,599
370,日间手术发展展望,俞德梁;刘小南,医学与哲学,2022-11-20,,13,507
371,人工智能在临床领域的研究进展及前景展望,伍亚舟;陈锡程;易东,陆军军医大学学报,2022-01-15,,12,1325
372,大数据技术体系与当代生产力革命,张建云,马克思主义研究,2021-04-25,,29,1974
373,人工智能时代失业劳动者权利保护：问题与路径,徐智华;解彩霞,经济体制改革,2022-01-25,,11,1969
374,创新驱动社会服务数字转型发展的趋势、国内外实践与建议,穆荣平;蔺洁;池康伟;王婷,中国科学院院刊,2022-07-05 09:52,,5,1204
375,人工智能技术的发展及应用分析,赵楠;谭惠文,中国电子科学研究院学报,2021-07-20,,36,3279
376,公共卫生领域算法治理的实现途径及法律保障,唐林垚,法学评论,2021-05-13,,22,1061
377,人工智能联合组学数据在非小细胞肺癌诊疗中的研究进展,孙思颖;李鹤成,中国胸心血管外科临床杂志,2022-12-15 09:48,,2,421
378,人工智能技术在计算机辅助诊断领域的发展新趋势,赵愉;王得旭;顾力栩,中国科学:生命科学,2020-10-21 09:31,,43,2371
379,肿瘤数智诊疗研究的现状及前景,杨凯涵;王旭亚;冯晓彬;黎成权;苗启广,中国肿瘤临床,2023-08-30,,1,118
380,后疫情时代数字健康的法律规制,吴纪树,卫生经济研究,2022-09-27,,3,610
381,数字抗疫的部门法联动之维,唐林垚,暨南学报(哲学社会科学版),2022-02-15 11:06,,9,648
382,可解释人工智能及其对管理的影响：研究现状和展望,张成洪;陈刚;陆天;黄丽华,管理科学,2021-05-20,,18,2555
383,远程医疗类信息产品设计的研究现状及发展趋势综述,邹仁耀;任熹培,包装工程,2022-06-25,,3,1713
384,组学大数据和医学人工智能,王昕玥;渠鸿竹;方向东,遗传,2021-10-11 09:01,,11,2416
385,中国康复医学领域中的人工智能及发展趋势分析,陈柯羽;刘纾羽;吉祥;张华;李婷,中国医学科学院学报,2021-10-30,,10,3670
386,专利视角下智能医用防疫机器人技术发展研究,仇秋飞;周武源;吴巧玲;吴叶青,机械设计与制造,2023-04-27 14:12,,,249
387,人工智能算法偏见与健康不公平的成因与对策分析,陈龙;曾凯;李莎;陶璐;梁玮,中国全科医学,2023-01-31 15:57,,4,676
388,人工智能在康复辅助技术中的应用研究进展与趋势,张洪峰;焦永亮;李博;徐桂勇;刘玮佳,科学技术与工程,2022-09-28,,1,1052
389,谁更担心在人工智能时代失业?——基于就业者和消费者双重视角的实证分析,王军;詹韵秋;王金哲,中国软科学,2021-03-28,,17,2636
390,人工智能生成发明的专利法之问,吴汉东,当代法学,2019-07-10,,135,6080
391,人工智能辅助决策如何影响医患信任？——以技术不确定性为中心的考察,何丽,医学与哲学,2023-04-05,,,360
392,司法精神病鉴定的人工智能技术应用,王迎龙;宋业臻,浙江工商大学学报,2022-01-15,,8,644
393,人工智能技术在护理安全管理中的应用研究进展,任宏飞;刘常清;张铭光;蒋艳,护理研究,2022-08-23,,4,2790
394,我国虚拟养老院发展的优势、风险及路径,杜孝珍;孙婧娜,上海行政学院学报,2020-07-10,,34,2574
395,区域产业协同视角下广深人工智能产业发展研究,陈黎;盛秀婷;吴岩,科技管理研究,2022-10-10,,1,672
396,人工智能在心血管疾病诊断及风险预测中的研究进展,魏珂;司春婴;王贺;刘小明;关怀敏,世界科学技术-中医药现代化,2021-01-20 11:32,,30,2580
397,智慧病房在医院信息化建设中的应用实践研究,谭健;孙保峰;李郁鸿;马巧玲;程铭,中国卫生事业管理,2021-10-15,,13,1278
398,人工智能在肿瘤领域的作用与潜力,郭昕哲;高亦博;赫捷,生命科学,2022-08-15,,2,682
399,“十四五”期间医院信息化建设发展的若干思考,赵霞;李小华,中国医院,2021-01-01,,69,1514
400,突发公共卫生事件背景下我国智慧医院建设的思考,杨景怿;周语琴;冯占春,中国医院管理,2021-07-05,,22,1263
401,基于人工智能的军事卫勤云体系建设研究,杨晓江;孟嘉;赵建宁;包倪荣,医学研究与战创伤救治,2023-07-15,,,101
402,我国人工智能如何实现战略突破——基于中美4份人工智能发展报告的比较与解读,江丰光;熊博龙;张超,现代远程教育研究,2020-01-19 11:29,,56,3250
403,人工智能的法律规制路径:一个框架性讨论,汪庆华,现代法学,2019-03-15,,235,7598
404,DRG支付下的大数据医保基金监管创新实践,祝玲;董子坤,卫生经济研究,2021-12-06,,10,1600
405,国际人工智能伦理治理研究态势分析与展望,汪琛;孙启贵;徐飞,医学与哲学,2022-04-05,,7,763
406,人工智能辅助医院财务管理的实效及其优化——基于层次分析法的实证研究,营星星,会计之友,2022-08-30 15:08,,4,974
407,正向老龄化理论下老年社会工作智能化发展研究,潘旦,华东理工大学学报(社会科学版),2020-09-15,,26,2649
408,日本新一轮人工智能发展战略——人才、研发及社会实装应用,刘平;刘亮,现代日本经济,2020-11-01,,22,851
409,保险科技时代寿险业的应对策略,唐金成;刘鲁,西南金融,2019-11-08 11:13,,79,2648
410,人工智能在精神科电子病历中的应用及展望,盛钦润;魏宇梅;沈一峰;李华芳,中国新药与临床杂志,2022-12-25,,,289
411,自动驾驶汽车侵权责任问题研究,张继红;肖剑兰,上海大学学报(社会科学版),2019-01-15,,145,4003
412,人工智能乳腺超声系统（AIBUS）应用于乳腺癌筛查中的人群满意度及意愿研究,王梦媛;严兰平;周敏;许彬;杨道文,现代预防医学,2022-09-25,,3,265
413,人工智能在肿瘤病理诊断及临床决策中的展望,潘雅婷;廖心怡;于观贞,第二军医大学学报,2021-10-20,,7,1296
414,人工智能在呼吸疾病诊治中的应用,卢清君,生命科学,2022-08-15,,1,694
415,人工智能在乳腺癌诊断中应用的研究进展,商亮;郭宇峰;叶伟;汪兆鹏;仲雷,现代肿瘤医学,2020-12-02,,28,2086
416,基于机器学习的医疗决策支持系统综述,梁书彤;郭茂祖;赵玲玲,计算机工程与应用,2019-08-21 09:30,,59,3335
417,基于专利计量的人工智能发展现状研究及关键技术分析,王和勇;古龙,科技管理研究,2020-11-10,,17,1262
418,人工智能产业对区域经济发展影响测度分析,陈德余;汤勇刚,科技管理研究,2021-01-20,,16,1475
419,深度学习与人工智能在颈腰椎退变性疾病诊断及治疗中的应用研究进展,施强慧;张子凡;胡博;曹鹏;徐辰,解放军医学杂志,2021-06-17 13:23,,9,1061
420,人工智能养老的内涵、现状与实现路径,睢党臣;曹献雨,新疆师范大学学报(哲学社会科学版),2018-10-12 11:33,,69,4725
421,“人工智能+医学”新医科人才培养探索——以部分高校实践为例,宋元明,中国高校科技,2020-08-15,,33,1841
422,新一代人工智能研究的回顾与展望,黄欣荣,新疆师范大学学报(哲学社会科学版),2019-03-14 10:43,,37,3768
423,人工智能在肿瘤护理领域应用的研究进展,曹堇沫,护理研究,2022-05-10,,1,2513
424,人工智能赋能服务业高质量发展:理论逻辑、现实基础与实践路径,王小艳,湖湘论坛,2020-09-01,,15,1764
425,数字经济时代下的企业运营与服务创新管理的理论与实证,陈晓红;唐立新;李勇建;霍宝锋;刘士新,中国科学基金,2019-05-15,,92,5749
426,人工智能与现代化经济体系建设,乔晓楠;郗艳萍,经济纵横,2018-06-10,,77,2542
427,人工智能与新工科人才培养:重大转向,陈劲;吕文晶,高等工程教育研究,2017-11-28,,146,8636
428,人工智能时代的中国机遇:第四次科技革命的领导者,余乃忠,重庆大学学报(社会科学版),2019-09-27 09:49,,25,3210
429,中国新型智慧城市发展进程与趋势,党安荣;甄茂成;王丹;梁军,科技导报,2018-09-28,,113,4552
430,基于专利地图的人工智能研究总体格局、技术热点与未来趋势,王友发;罗建强;周献中,中国科技论坛,2019-10-05,,32,1213
431,药物研发领域人工智能应用与创新发展策略探讨,茅鸯对;柳鹏程,中国新药与临床杂志,2021-05-13 15:25,,8,2126
432,“语言与健康”多人谈,丁红卫;王楠;张惟;丁悦;钱倩,语言战略研究,2021-10-26,,6,598
433,中美“人工智能+教育”研究的话题比较分析——兼论基于结构话题模型的文献主题数据挖掘方法探析,李海峰,情报杂志,2020-10-28 17:00,,10,1446
434,我国健康医疗大数据政策文献的多维分析,于琦;景胜洁;邰杨芳;吴胜男;常江毅,中国全科医学,2019-09-02 14:53,,27,1509
435,中医药人工智能现状研究及发展思考,赵宇平;李楠;闫朋宣;毛晓波;高金峰,中国中西医结合杂志,2019-11-11 15:50,,37,2881
436,编者按,李平安,自然辩证法通讯,2023-11-15,,,49
437,数字经济时代的技术融合与应用创新趋势分析,陈晓红,中南大学学报(社会科学版),2018-09-26,,218,7089
438,先天性心脏病心音听诊筛查的人工智能技术应用现状,徐玮泽;俞凯;徐佳俊;叶菁菁;李昊旻,浙江大学学报(医学版),2020-10-25,,14,663
439,互联网医疗模式下电子处方审核及流转的实践与思考,洪东升;吴佳莹;卢晓阳,中国医院药学杂志,2020-07-21 16:41,,21,1099
440,人工智能在子宫内膜癌中应用的研究进展,曹明亮;马于涛;张燕,实用妇产科杂志,2022-07-15,,2,430
441,4D打印技术及其教育应用展望——兼论与“人工智能+教育”的融合,陈卫东;褚乐阳;杨丽;叶新东,远程教育杂志,2018-01-20,,27,2905
442,人工智能用于医学影像学基础研究态势,陈娟;张婷;卢岩;严舒;徐东紫,中国医学影像技术,2021-02-20,,10,1036
443,法国人工智能发展政策及启示,冯悦;李光,科技管理研究,2021-07-20,,5,595
444,人工智能时代人口研究的前瞻性思考,黄匡时,人口研究,2020-05-29,,10,1319
445,人工智能在辅助中医药诊治新冠肺炎中的应用及启示,郭仪;许斌;石岩;胡楠,中华中医药学刊,2021-04-21 10:42,,10,1989
446,引领江苏发展的未来产业遴选及前沿热点技术研究——以人工智能产业为例,刘媛;杨涛;胡峰;王俊峰;陆丽娜,科技管理研究,2021-06-10,,4,940
447,论人工智能体刑法适用之可能性,马治国;田小楚,华中科技大学学报(社会科学版),2018-03-10,,152,3977
448,达芬奇机器人手术在泌尿外科应用中的伦理问题及对策,刘珍竹;王建伯;王雪剑,医学与哲学,2021-07-05,,5,932
449,人工智能在急诊分诊决策中的应用现状,刘晓颖;田丽源;高健;刘梦晓;刘爱辉,护理研究,2020-07-25,,13,1189
450,智能医学算法决策的伦理困境及风险规制,张荣;徐飞,医学与哲学,2022-04-20,,2,455
451,基于人工智能的药物治疗推荐功能介绍及应用效果分析,沈爱宗;刘琳琳;黄金柱;许岑;李民,中国医院药学杂志,2021-07-06 15:50,,5,735
452,基于人工智能的中文临床试验筛选标准文本分类研究,宗辉;张泽宇;杨金璇;雷健波;李作峰,生物医学工程学杂志,2021-01-26 15:56,,9,647
453,构建数智医联体急危重症协同救治体系——嘉兴市第二医院,,卫生经济研究,2023-03-02,,,266
454,人工智能医学影像,卢光明;张志强,医学研究生学报,2018-07-15,,46,2494
455,“AI+中医药”：迈向智慧中医药时代的新途径,蔡菲菲;马立新;胡元佳;苏式兵,世界科学技术-中医药现代化,2019-09-20,,26,1284
456,信息技术发展趋势与半导体产业增长点,冯昭奎,国际经济评论,2018-07-27,,21,1162
457,人工智能技术应用于痴呆病人照护的研究进展,邓雨芳;郑改改;殷月;孔天东;黄志红,护理研究,2021-03-10,,5,1535
458,人工智能在疾病预测研究中可视化分析,杨文静;杜然然;吕章艳;冯小双;任建松,中国公共卫生,2021-05-15,,5,799
459,人工智能在临床医学中的应用与思考,于观贞;刘西洋;张彦春;杨晶东;田建辉,第二军医大学学报,2018-03-26 15:54,,50,3705
460,人工智能时代社会结构的演变与空间建构,孙宏文;李长胜,哈尔滨工业大学学报(社会科学版),2020-09-15 10:14,,11,943
461,人工智能发展与政府治理创新研究,董立人,天津行政学院学报,2018-05-15,,61,2202
462,基于文本挖掘的我国人工智能产业政策量化研究,袁野;于敏敏;陶于祥;龚振炜;刘继明,中国电子科学研究院学报,2018-12-20,,46,2076
463,人工智能医学影像应用:现实与挑战,金征宇,放射学实践,2018-10-20,,72,2648
464,智慧医疗系统中移动终端导引服务设计探析,陈昕;乐武,包装工程,2020-06-20,,11,912
465,人工智能与传统产业的深度融合发展——以平安科技为例分析企业智能化发展模式,史占中,人民论坛·学术前沿,2019-09-30,,18,942
466,“医养智慧联动”的养老模式研究与探索,金心宇;夏琦;张唯;李兰娟,中国工程科学,2018-04-15,,31,1466
467,中医学如何走进人工智能时代,袁冰;范钢,中华中医药杂志,2018-02-01,,39,1687
468,数描客体在数据分析中的应用研究,张坤;谢笑,情报资料工作,2020-07-25,,8,355
469,本刊“数智医疗与信息化”研究征稿,本刊编辑部,中国全科医学,2023-08-03,,,63
470,人工智能的伦理问题:挑战与应对,王军,伦理学研究,2018-07-15,,53,5291
